Name in English,Number of speakers,Degree of endangerment,Latitude,Longitude
Tamazight (Arzew),2000,Critically endangered,35.5869,-0.4737
Tanglang,2000,Vulnerable,26.0863,99.7119
Tchitchege,2000,Definitely endangered,-1.8508,13.612
Tinan,2000,Definitely endangered,32.519,77.6733
Tsafiki,2000,Definitely endangered,-0.25,-79.15
Ukhwejo,2000,Severely endangered,3.3626,16.0565
Urarina,2000,Vulnerable,-4.3464,-75.3002
Ushojo,2000,Definitely endangered,35.0209,72.897
Waigali,2000,Definitely endangered,35.1895,71.1941
Waotededo,2000,Vulnerable,-1.1864,-76.6296
Wotapuri-Katarqalai,2000,Definitely endangered,34.4166,70.3333
Wutun,2000,Definitely endangered,35.791,102.4365
Candoshi,1900,Definitely endangered,-3.7107,-76.9042
Hupda (Brazil),1900,Vulnerable,0.7909,-68.247
Mixtec of the central Ravine,1878,Definitely endangered,17.9666,-96.8333
Kendeje,1859,Definitely endangered,13.6299,21.5771
Hunzib,1839,Definitely endangered,42.1654,46.2991
Tchumbuli,1838,Critically endangered,8.7113,2.1533
Cashibo-Cacataibo,1800,Definitely endangered,-8.9393,-75.0915
Grass Koiari,1800,Vulnerable,-9.4558,147.5559
Isirawa,1800,Vulnerable,-1.8783,138.5485
Lanoh,1800,Critically endangered,5.2509,101.0206
Lemolang,1800,Vulnerable,-2.6303,120.1849
Nila (Seram Island),1800,Definitely endangered,-3.2173,128.9849
Shixing,1800,Definitely endangered,28.5263,100.4734
Chuj (Mexico),1771,Critically endangered,16.1203,-92.0407
Darma,1761,Definitely endangered,30.0037,80.5641
Kung,1750,Severely endangered,6.5227,10.1074
Lokono (Guyana),1750,Critically endangered,6.2934,-58.0957
Byangsi,1734,Definitely endangered,30.0595,80.7824
Pasing,1732,Definitely endangered,21.1254,101.4697
Yamphu,1722,Definitely endangered,27.5935,87.3316
Andio,1700,Vulnerable,-0.8514,123.1457
Cheyenne (Montana),1700,Definitely endangered,45.5495,-106.5263
Kumzari,1700,Severely endangered,26.1936,56.2431
Quechua of Yauyos,1700,Critically endangered,-12.9081,-75.6958
Bainouk-Samik,1685,Severely endangered,12.5733,-16.2652
Côông,1676,Definitely endangered,22.5943,102.7455
Dogrib,1675,Vulnerable,62.8292,-115.9904
Upland Yuman,1650,Vulnerable,36.2377,-112.7094
Eastern Cuicatec,1641,Vulnerable,17.9666,-96.7166
Tamazight (Ait Rouadi),1637,Extinct,32.5745,-5.9655
Woleaian,1631,Severely endangered,7.3515,143.8769
Huehuetla Tepehua,1603,Definitely endangered,20.46,-98.0761
Kadiwéu,1600,Definitely endangered,-20.5222,-56.7237
Southern Tiwa (Isleta Pueblo),1600,Definitely endangered,34.9057,-106.7066
Southern Tiwa (Sandia Pueblo),1600,Definitely endangered,35.2516,-106.565
Tewa (Arizona),1600,Definitely endangered,35.8334,-110.3798
Tewa (New Mexico),1600,Severely endangered,36.053,-106.0708
?Gana,1550,Vulnerable,-21.7824,21.8971
Akwáwa,1548,Vulnerable,-5.2441,-52.7014
Northern Cuicatec,1503,Vulnerable,17.9511,-96.7384
Chiquihuitlán Mazatec,1502,Definitely endangered,17.9953,-96.7449
Apinajé,1500,Vulnerable,-6.0317,-47.5604
Bashkarik,1500,Severely endangered,35.2893,72.6168
Chintang,1500,Severely endangered,26.9367,87.1991
Forest Nenets,1500,Severely endangered,64.9188,77.7941
Hupda (Colombia),1500,Definitely endangered,0.3845,-70.1367
Jah Hut,1500,Severely endangered,3.6452,102.3065
Jeri,1500,Severely endangered,9.2647,-5.8666
Jonkor Bourmataguil,1500,Severely endangered,11.4261,19.0145
K'emant,1500,Severely endangered,12.9349,37.2326
Kanashi,1500,Definitely endangered,32.0406,77.1075
Karajá,1500,Vulnerable,-11.0921,-50.3393
Karelian (Tikhvin),1500,Severely endangered,59.601,33.3544
Kendem,1500,Severely endangered,5.7061,9.6377
Khamba,1500,Definitely endangered,29.0105,94.7653
Lishpa,1500,Definitely endangered,27.3327,92.384
Mayoruna (Brazil),1500,Vulnerable,-3.3379,-64.8413
Mescalero-Chiricahua Apache (New Mexico),1500,Definitely endangered,33.1514,-105.7942
Numao Bunu,1500,Definitely endangered,24.3902,107.2701
Orang Seletar,1500,Severely endangered,1.3387,103.464
Palenque Creole,1500,Definitely endangered,10.0952,-75.1142
Pong,1500,Definitely endangered,18.4666,105.05
Pyuma,1500,Vulnerable,22.8027,121.0748
Saaroa,1500,Critically endangered,23.1283,120.7062
Saluan,1500,Vulnerable,-0.8129,122.871
Semaq Beri,1500,Critically endangered,4.0012,102.8443
Talodi,1500,Critically endangered,10.6902,30.3964
Wayana (Suriname),1500,Vulnerable,2.7455,-54.58
Wik Mungkan,1500,Vulnerable,-12.9403,141.9873
Natsilingmiutut,1455,Vulnerable,68.643,-95.8863
Movima,1452,Severely endangered,-13.7954,-65.4345
Ngombe,1450,Definitely endangered,3.9492,15.2352
Cinta Larga,1440,Vulnerable,-11.4154,-59.7216
Dupaninan Agta,1400,Vulnerable,17.9682,122.0361
Tese,1400,Critically endangered,11.2161,29.8471
Bororo,1390,Definitely endangered,-15.5172,-53.1024
Puluwat,1364,Severely endangered,7.5803,149.425
Kanela Rankokamekra,1337,Vulnerable,-6.075,-44.9121
Saba,1335,Definitely endangered,11.1487,18.0175
Kurripako (Brazil),1332,Vulnerable,0.7001,-68.3789
Triw,1328,Definitely endangered,15.6833,107.2
Guernsey French,1327,Severely endangered,49.4502,-2.5927
Paafang,1318,Severely endangered,7.6198,155.1571
Ch?l?ng,1314,Definitely endangered,26.9483,87.2527
Zapotec of the Valleys north,1303,Severely endangered,17.0666,-96.65
Cypriot Arabic,1300,Severely endangered,35.3196,33.338
Palikur (Brazil),1300,Vulnerable,4.0396,-51.7236
Sanenyo,1300,Critically endangered,7.9504,93.576
Tecóatl Mazatec,1300,Vulnerable,18.1653,-96.9124
Xinka,1283,Critically endangered,14.3447,-90.2603
Ozomatlán Totonac,1276,Critically endangered,20.1766,-98.0527
K?gate,1273,Definitely endangered,27.5449,86.2925
Maxakali,1271,Vulnerable,-16.5519,-40.3417
Murik,1256,Vulnerable,-3.8368,144.2807
Pengo,1254,Critically endangered,19.0621,83.4851
Marúbo,1252,Vulnerable,-6.0968,-70.2246
Aivilingmiutut,1245,Vulnerable,64.1657,-83.243
Besme,1228,Severely endangered,9.6386,16.018
Oirata,1221,Definitely endangered,-8.0755,127.1777
Lohorung,1207,Severely endangered,27.4266,87.2498
Harakmbut,1206,Definitely endangered,-12.9403,-70.2685
Buyang,1200,Severely endangered,23.4146,105.7632
Dakka,1200,Vulnerable,-3.316,119.2071
Mah Meri,1200,Severely endangered,2.836,101.4299
Manjui,1200,Definitely endangered,-23.1201,-62.7539
Te'un (Seram Island),1200,Definitely endangered,-3.1843,128.9465
Tsou,1200,Vulnerable,23.5174,120.8564
Ujir,1200,Definitely endangered,-5.6105,134.2776
White Gelao (China),1200,Severely endangered,26.4894,105.021
Dakkang,1198,Definitely endangered,15.6333,107.25
Northern Algonquin,1180,Vulnerable,48.0616,-77.3521
Akawaio (Brazil),1170,Vulnerable,4.1711,-60.249
Huehuetlán Mazatec,1169,Vulnerable,18.1964,-96.9471
Trio (Brazil),1156,Vulnerable,1.7136,-55.2392
Savo,1147,Definitely endangered,-9.1292,159.8071
Tektitek,1144,Definitely endangered,15.3073,-92.0609
Fwâi,1131,Vulnerable,-20.7048,164.9034
Waimirí-Atroarí,1120,Vulnerable,-1.0985,-60.8203
Guayabero,1118,Definitely endangered,2.6028,-72.3999
Fagauvea (Northern),1107,Vulnerable,-20.4089,166.5444
Fagauvea (Southern),1107,Vulnerable,-20.7381,166.4126
Fania,1100,Severely endangered,10.0581,18.3993
Ubi,1100,Severely endangered,12.1534,18.6946
Warnang,1100,Severely endangered,10.6538,30.6298
Itzá,1094,Critically endangered,16.9838,-89.899
Mixtec of the southwest of Puebla,1074,Definitely endangered,18.6333,-98.0666
Lowland Chontal,1060,Critically endangered,16.0286,-95.6683
Koireng,1056,Critically endangered,24.2319,93.7463
Chipaya,1050,Definitely endangered,-19.2074,-68.2031
Mokilese,1050,Critically endangered,6.6864,159.7631
Western Náhuatl,1041,Severely endangered,18.3745,-103.3026
Acatepec Mazatec,1038,Vulnerable,18.1621,-96.8766
Mixtec of Villa de Tututepec,1019,Definitely endangered,16.1333,-97.6
Toda,1006,Critically endangered,11.3184,76.8273
Adabe,1000,Vulnerable,-8.2549,125.5737
Alutor,1000,Severely endangered,60.2016,165.4238
Arapaho (Wyoming),1000,Severely endangered,43.0139,-108.8214
Beeke,1000,Severely endangered,0.9997,28.7951
Blackfoot (United States of America),1000,Definitely endangered,48.5699,-113.0918
Bohtan Neo-Aramaic,1000,Severely endangered,41.5579,45.0219
Bola,1000,Definitely endangered,25.0638,98.2414
Bong'om,1000,Definitely endangered,1.1315,35.0134
Bora,1000,Vulnerable,-2.7455,-71.8835
Central Siberian Yupik (St. Lawrence Island),1000,Definitely endangered,63.7444,-171.7242
Chali,1000,Definitely endangered,27.301,91.2991
Cherokee (North Carolina),1000,Severely endangered,35.113,-84.0588
Cocama-Cocamilla (Peru),1000,Severely endangered,-4.8282,-74.2565
Dair,1000,Severely endangered,12.517,30.5914
Dakpa,1000,Definitely endangered,27.3937,91.8965
Dampelas,1000,Definitely endangered,0.2005,119.8965
Danaw,1000,Critically endangered,21.192,97.3937
Ega,1000,Severely endangered,5.8018,-5.4492
El Hugeirat,1000,Severely endangered,12.3131,28.4243
Faghani,1000,Vulnerable,-10.4337,161.5979
Fongoro,1000,Severely endangered,11.1029,22.7197
Gambiri,1000,Severely endangered,34.9017,70.9085
Gongduk,1000,Vulnerable,27.086,91.2002
Gorap,1000,Definitely endangered,2.1528,128.2516
Guugu Yimidhirr,1000,Vulnerable,-14.8598,144.7338
Gyem,1000,Critically endangered,10.3865,9.3122
Habu,1000,Vulnerable,-8.7819,126.0021
Hawaiian,1000,Critically endangered,21.9226,-160.1147
Hértevin,1000,Critically endangered,37.9268,42.5473
Hu,1000,Definitely endangered,22.1743,100.9264
Hualapai,1000,Vulnerable,35.5279,-113.4297
Hung,1000,Definitely endangered,18.9062,105.05
Inkhokvari,1000,Definitely endangered,42.3981,46.0299
Ishkashimi,1000,Severely endangered,36.6915,71.7668
Iyive,1000,Severely endangered,6.4354,9.5278
Jiongnai Bunu,1000,Definitely endangered,23.3902,108.5135
Kaande,1000,Severely endangered,-0.1318,11.8103
Kaco',1000,Definitely endangered,13.934,107.4222
Kadu,1000,Severely endangered,24.2042,95.6332
Kairui-Midiki,1000,Vulnerable,-8.7222,126.2878
Kari,1000,Severely endangered,4.8392,25.5432
Kayabi,1000,Vulnerable,-11.1972,-53.2342
Khowa,1000,Definitely endangered,27.2546,92.5323
Kodeoha,1000,Vulnerable,-3.4147,120.9155
Kujarge,1000,Definitely endangered,11.749,22.2431
Kukatja,1000,Vulnerable,-21.2074,126.4746
Kuot,1000,Vulnerable,-3.0692,151.5234
Lokono (Suriname),1000,Severely endangered,5.6487,-55.1074
Mahongwe,1000,Severely endangered,1.0216,13.9031
Manchurian Ölöt,1000,Severely endangered,48.1953,124.2993
May,1000,Definitely endangered,18.0623,105.5786
Mbara,1000,Severely endangered,10.8009,15.6335
Mech,1000,Severely endangered,26.5688,89.1979
Mòcheno,1000,Definitely endangered,46.1194,11.3258
Naueti,1000,Vulnerable,-8.7357,126.7053
North Greenlandic,1000,Definitely endangered,77.4815,-69.3511
Ormuri,1000,Definitely endangered,32.518,69.783
Paiter,1000,Vulnerable,-11.1245,-61.3476
Pareci,1000,Definitely endangered,-14.3525,-58.0174
Pasi,1000,Definitely endangered,28.1834,95.2651
Resian,1000,Definitely endangered,46.3734,13.3058
Sach,1000,Definitely endangered,17.78,105.7666
Sake,1000,Severely endangered,-0.0247,11.7691
Saterlandic,1000,Severely endangered,53.1059,7.6787
She,1000,Critically endangered,23.3333,115.2459
Shumashti,1000,Severely endangered,34.6108,70.7569
Sighu,1000,Severely endangered,-0.0549,13.5461
Sobei,1000,Definitely endangered,-1.8632,138.7408
Thavung (Laos),1000,Definitely endangered,18.4666,104.6666
Tirma,1000,Critically endangered,6.4899,34.3212
Tombelala,1000,Vulnerable,-2.5315,121.9454
Toto,1000,Critically endangered,26.6867,89.5056
Trio (Suriname),1000,Vulnerable,2.1528,-56.3818
Tum,1000,Definitely endangered,18.7,105.05
Tuotomb,1000,Severely endangered,4.4449,10.371
Yatê,1000,Severely endangered,-7.0136,-37.0458
Zaiwa,1000,Definitely endangered,28.4735,96.4764
Zay,1000,Severely endangered,8.0728,38.8476
Zenaga (Western Sahara),1000,Critically endangered,22.2687,-13.7109
|Gui,1000,Vulnerable,-21.8385,21.7858
?Ani,1000,Definitely endangered,-18.6462,22.1319
Buglé,993,Definitely endangered,8.5858,-82.3856
Ka'apór,991,Vulnerable,-2.8991,-46.3183
Hadza,975,Vulnerable,-3.401,35.3897
Kunwinjku,974,Vulnerable,-12.1333,133.4014
Bakairi,950,Vulnerable,-14.4213,-54.0305
Drubea,946,Vulnerable,-22.0347,166.5527
Namonuito,944,Severely endangered,8.6299,150.0128
Hya,940,Severely endangered,10.3311,13.5269
Machineri (Brazil),937,Vulnerable,-10.5742,-70.4882
South Slavey,920,Definitely endangered,61.8154,-121.3346
Wajãpi,905,Vulnerable,0.747,-52.8442
Mewahang,904,Severely endangered,27.5441,87.1401
Awapit,900,Severely endangered,1.0985,-78.706
Chimila,900,Severely endangered,10.0986,-73.894
Kua,900,Definitely endangered,-22.7106,26.4605
Njalgulgule,900,Severely endangered,8.4452,25.3015
Pech,900,Severely endangered,15.0819,-85.5552
Rikbaktsa,900,Severely endangered,-10.6174,-58.2714
Caac,890,Vulnerable,-20.3883,164.5614
Inuinnaqtun,890,Definitely endangered,67.8443,-115.2742
Voh-Koné dialects,878,Definitely endangered,-20.9665,164.7866
Kuna (Colombia),876,Severely endangered,7.8633,-76.9042
Dení,875,Vulnerable,-6.5773,-68.1591
Tarao,870,Critically endangered,24.297,93.4497
Santa María del Mar Huave,862,Severely endangered,16.2166,-94.85
Nukuoro,860,Definitely endangered,3.8574,154.9786
Mixtec of Santa Cruz Itundujia,851,Definitely endangered,16.7666,-97.6
"Zapotec of the Southern mountains, northeast",849,Definitely endangered,16.2666,-96.2833
Kumak,847,Vulnerable,-20.1278,164.0259
Pukapukan,840,Definitely endangered,-10.871,-165.8441
Lola,830,Vulnerable,-6.3316,134.8818
Ashaninka (Brazil),813,Vulnerable,-9.3786,-73.1414
Ottawa (Canada),810,Severely endangered,46.1519,-82.2243
Bati,800,Severely endangered,4.2012,10.7858
Chorote Iyojwa'ja,800,Severely endangered,-24.287,-60.3808
Eman,800,Severely endangered,6.0531,9.7338
Isu,800,Severely endangered,4.0094,9.5745
Jamamadí,800,Vulnerable,-9.0424,-68.3789
Javaé,800,Definitely endangered,-11.1568,-50.4711
Nubaca,800,Severely endangered,4.2971,10.7446
Panasuan,800,Definitely endangered,-2.2516,119.5806
Piaroa (Colombia),800,Definitely endangered,4,-68.6666
Taos,800,Definitely endangered,36.4717,-105.5596
Taulil,800,Vulnerable,-4.5435,152.0397
Tuyuca (Brazil),800,Vulnerable,0.4394,-66.8847
Kaike,794,Definitely endangered,28.9642,82.9819
Kildin Saami,787,Severely endangered,68.0075,35.0079
Ese eja,782,Definitely endangered,-12.5867,-69.0161
Central Cagayan Agta,779,Vulnerable,17.9891,121.8603
Mixtec of Santa Inés de Zaragoza,775,Definitely endangered,17.2333,-97.1666
Ocopetatillo Mazatec,757,Vulnerable,18.1856,-96.9113
Jaqaru,750,Severely endangered,-12.7488,-75.8248
Waiwai (Suriname),750,Critically endangered,2.1528,-56.206
Laal,749,Critically endangered,9.9607,17.6083
Ulcha,732,Critically endangered,52.0457,140.4162
Jawe,729,Vulnerable,-20.4913,164.696
Maslam,723,Severely endangered,12.136,14.6914
Nambiquara do Sul,721,Vulnerable,-13.2506,-59.5404
North Slavey,720,Definitely endangered,65.2161,-123.4362
Gitksan,710,Severely endangered,55.355,-127.6828
A'ingae / Cofan (Ecuador),700,Definitely endangered,0.0659,-76.7065
Animere,700,Critically endangered,7.6129,0.4064
Batek,700,Critically endangered,4.6695,102.5051
Enggano,700,Vulnerable,-5.4191,102.2717
Indri,700,Severely endangered,8.4397,25.5926
Kalaw Lagaw Ya,700,Definitely endangered,-10.0828,142.1081
Lakon,700,Vulnerable,-14.251,167.422
Mok (China),700,Definitely endangered,21.5158,100.221
Ngaanyatjarra,700,Vulnerable,-26.037,124.541
Ngatikese Men's Creole,700,Definitely endangered,5.8305,157.2308
Piratapuya (Brazil),700,Severely endangered,0.5712,-66.7089
Mountain Guarijío,696,Vulnerable,27.8758,-108.553
Nivkh (Sakhalin),688,Severely endangered,51.7814,143.1628
Krikati,682,Vulnerable,-5.8674,-46.7468
Dakota,675,Definitely endangered,49.8461,-100.5035
Carrier,660,Severely endangered,54.2395,-125.7621
Matlatzinca,651,Definitely endangered,19.0479,-100.2197
Kasanga,650,Critically endangered,12.2702,-16.1553
Wanano / Kotiria (Brazil),650,Vulnerable,0.6152,-67.5
Central Popoloc,641,Severely endangered,18.5842,-97.9295
Eastern Ojibwe,620,Severely endangered,44.8381,-80.1983
River Guarijío,617,Vulnerable,27.5196,-109.2525
Yuhup (Brazil),617,Vulnerable,-1.0546,-69.3896
Ocoyoacac Otomí,609,Severely endangered,19.2716,-99.4613
Akum,600,Critically endangered,6.73,9.9316
Blablanga,600,Definitely endangered,-8.206,159.4638
Bubia,600,Severely endangered,4.0204,9.2037
Chickasaw,600,Severely endangered,34.6,-96.8161
Desano (Brazil),600,Definitely endangered,0.0878,-67.9394
Faetar,600,Definitely endangered,41.3265,15.1721
Hixkaryána,600,Vulnerable,-0.5493,-58.5131
Hoava,600,Vulnerable,-8.1883,157.6036
Hodi,600,Vulnerable,6.075,-65.6323
Iñapari,600,Critically endangered,-12.0822,-69.7412
Koke,600,Severely endangered,10.8575,18.1315
Kowiai,600,Vulnerable,-3.9437,134.0881
Kuikuro,600,Vulnerable,-12.35,-53.21
Laiyolo,600,Definitely endangered,-6.3862,120.4733
Mo'da,600,Critically endangered,6.5008,29.9377
Northern Selkup,600,Severely endangered,65.7035,82.4441
Penrhyn,600,Severely endangered,-9.0153,-158.0218
Pintupi,600,Vulnerable,-22.8882,128.3203
Piratapuya (Colombia),600,Critically endangered,0.8333,-69.5
Siona / Secoya (Ecuador),600,Severely endangered,-0.0659,-76.3989
Sonsorol,600,Severely endangered,7.4278,134.5495
Teanu,600,Definitely endangered,-11.6219,166.9633
Yaminahua (Brazil),600,Vulnerable,-10.6606,-69.6972
Andoke,597,Severely endangered,-0.769,-72.2351
Southern Tlapanec,592,Severely endangered,16.7325,-98.6034
Orowe,587,Definitely endangered,-21.4223,165.4678
Mosetén,585,Severely endangered,-15.4113,-67.5
Chatong,580,Definitely endangered,15.65,107.1166
Norfolk-Pitcairn (Norfolk),580,Definitely endangered,-29.0225,167.9425
Nunatsiavummiutut,575,Definitely endangered,56.532,-61.7408
Shuswap,570,Definitely endangered,51.7886,-122.2286
Xaragure,566,Vulnerable,-21.8054,166.4964
Tapirapé,564,Vulnerable,-10.6606,-50.4602
Lacandón,563,Critically endangered,16.706,-91.0641
Zapotec of Zimatlán de Álvarez,562,Definitely endangered,16.8666,-96.7833
Chilcotin,560,Definitely endangered,52.031,-123.1678
Chácobo,550,Definitely endangered,-11.3454,-65.8135
Gao,550,Vulnerable,-8.3514,159.8167
Geme,550,Critically endangered,8.4941,20.6378
Karore,550,Vulnerable,-6.1542,149.8205
Yuhup (Colombia),550,Definitely endangered,-0.5493,-69.9169
Western Tlapanec,549,Vulnerable,17.4101,-99.2423
Hinukh,548,Definitely endangered,42.1801,45.977
Anuki,542,Definitely endangered,-9.6522,149.7656
Imeraguen,534,Definitely endangered,18.9166,-15.996
Narpa,533,Definitely endangered,28.7315,84.261
Akatek (Mexico),532,Vulnerable,16.7823,-93.1061
Naskapi,525,Vulnerable,54.903,-66.802
Archi,524,Definitely endangered,41.9839,46.8127
Yawanawá,519,Vulnerable,-10.8333,-70.0927
Raute,518,Severely endangered,28.9744,80.7969
Seri,518,Vulnerable,29.2333,-112.2
Western Popoloc,516,Severely endangered,18.4141,-98.0176
Yaqui (United States of America),510,Definitely endangered,32.1158,-111.0638
Kalapalo,506,Vulnerable,-12.1574,-53.2521
Nganasan,505,Severely endangered,72.816,91.582
Jakaltek (Mexico),504,Severely endangered,16.3137,-93.2084
Zapotec of San Antonino el Alto,504,Definitely endangered,16.8166,-97.0333
Purum,503,Critically endangered,24.3521,93.5925
Aheu,500,Definitely endangered,18.4333,104.5
Amahuaca,500,Severely endangered,-10.8764,-72.29
Anfillo,500,Critically endangered,8.5049,34.7415
Arbanasi,500,Severely endangered,44.0994,15.2545
Baniva,500,Severely endangered,2.8333,-67.5219
Bataan Ayta,500,Definitely endangered,14.4324,120.4788
Bats,500,Severely endangered,42.0982,45.0878
Black Mountain,500,Definitely endangered,27.1955,90.43
Busoa,500,Vulnerable,-5.5722,122.6074
Chong,500,Severely endangered,12.9506,102.0374
Domaaki,500,Severely endangered,36.0979,73.9627
Ganan,500,Severely endangered,24.2317,95.3778
Havasupai,500,Definitely endangered,36.2429,-112.6897
Kensiw (Thailand),500,Severely endangered,7.1712,99.7915
Khmin,500,Vulnerable,22.0469,100.8065
Khvarshi,500,Definitely endangered,42.3417,46.1212
Kundal Shahi,500,Definitely endangered,34.55,73.8833
Laghuu,500,Definitely endangered,23.6166,105.6833
Laha (Lao Cai),500,Definitely endangered,22.0333,103.75
Laha (Son La),500,Definitely endangered,21.4666,103.75
Langa,500,Severely endangered,6.5404,11.6427
Laxudumau,500,Vulnerable,-2.8922,151.2467
Majera,500,Critically endangered,11.3231,14.9839
Maliseet-Passamaquoddy,500,Severely endangered,44.9572,-67.0496
Mikasuki,500,Vulnerable,26.3202,-80.9877
Mlomp,500,Critically endangered,12.7421,-16.4904
Onin,500,Vulnerable,-2.9745,132.2383
Ormu,500,Vulnerable,-2.5136,140.6675
Palikur (French Guyana),500,Severely endangered,3.908,-51.9873
Pemon (Brazil),500,Vulnerable,4.664,-60.216
Quechua of Chachapoyas,500,Critically endangered,-6.2606,-77.7722
Samatu,500,Critically endangered,24.2105,98.9655
Seke,500,Vulnerable,28.9282,83.8249
Siona / Secoya (Colombia),500,Critically endangered,0.493,-76.2464
South Saami,500,Severely endangered,64.2063,13.4802
Taikat,500,Definitely endangered,-2.8429,140.846
Taloki,500,Definitely endangered,-4.5928,122.8628
Tamki,500,Critically endangered,11.48,18.2125
Tawahka,500,Severely endangered,15.3602,-85.1373
Thavung (Thailand),500,Severely endangered,17.3168,103.5142
Tomadino,500,Definitely endangered,-2.5836,121.9729
Toratán,500,Definitely endangered,1.0354,124.7985
Tunisian Judeo-Arabic (Tunisia),500,Critically endangered,33.8795,10.0634
Ulwa,500,Severely endangered,12.8894,-83.5779
"Ute (Colorado, Ute Mountain)",500,Severely endangered,37.2105,-108.7223
Walmajarri,500,Definitely endangered,-19.9939,125.5297
Warekena (Venezuela),500,Severely endangered,2.5479,-67.2802
Boguru,494,Critically endangered,4.3902,29.2016
Pukobyê,494,Vulnerable,-5.3316,-46.7138
Swoeng,492,Definitely endangered,15.3333,106.75
Wali,487,Critically endangered,11.9372,29.3005
Gavião do Pará,476,Vulnerable,-5.1784,-48.999
Malecite,475,Definitely endangered,46.8023,-67.6686
Ninam (Brazil),466,Vulnerable,3.1185,-62.9736
Zoró,464,Vulnerable,-10.9519,-61.0729
Sanema (Brazil),462,Vulnerable,2.8113,-63.0615
Ixtenco Otomí,461,Severely endangered,19.2495,-97.8943
Ottawa (Michigan),459,Critically endangered,43.5971,-84.7752
Kanela Apaniekra,458,Vulnerable,-6.2716,-46.1865
Satawal,458,Severely endangered,7.3406,147.041
Chatino of Zacatepec,453,Definitely endangered,16.1333,-97.35
Demisa,450,Definitely endangered,-2.7016,136.6699
Koasati (Louisiana),450,Definitely endangered,30.4855,-92.8494
Koasati (Texas),450,Definitely endangered,30.7155,-94.6965
Nanti,450,Vulnerable,-11.6629,-72.6965
Shabo,450,Severely endangered,7.327,35.2935
Sharanahua,450,Severely endangered,-10.3365,-70.9277
Siona  Secoya (Peru),450,Definitely endangered,-0.5712,-74.8828
Tolomako,450,Definitely endangered,-15.1834,166.8438
Enawenê-Nawê,445,Vulnerable,-12.5223,-59.7656
Valle Nacional Chinantec,442,Definitely endangered,17.7747,-96.3034
Gavião de Rondônia,436,Vulnerable,-10.4445,-61.6992
Tabasco Náhuatl,434,Critically endangered,18.0026,-93.3722
Sera,432,Severely endangered,-3.0033,141.9158
Yecuana (Brazil),430,Vulnerable,2.8552,-63.3251
Alabugat Tatar,422,Definitely endangered,45.4447,47.0324
"Zapotec of the Southern mountains, eastern lowlands",420,Definitely endangered,16.2,-96.7
Western Otomí,415,Severely endangered,19.4335,-100.3456
Moose Cree,405,Vulnerable,52.2827,-81.6276
Tlahuica,405,Severely endangered,18.9664,-99.4137
Katukina do Acre,404,Severely endangered,-6.4899,-69.2578
Abai Sungai,400,Definitely endangered,5.587,118.3695
Barasana (Colombia),400,Critically endangered,0.0769,-70.3894
Beezen,400,Severely endangered,6.7518,10.0744
Buga,400,Critically endangered,8.2495,25.7574
Cheyenne (Oklahoma),400,Severely endangered,35.6022,-97.9766
Cimbrian,400,Definitely endangered,45.867,11.4268
Cobiana,400,Critically endangered,12.4017,-16.3229
Dagur (Amur),400,Critically endangered,49.5252,127.5402
Dahalo,400,Severely endangered,-2.2625,40.7537
Émérillon,400,Severely endangered,2.8991,-52.8881
Gagauz (Maritime),400,Severely endangered,43.2932,27.9602
Hijuk,400,Critically endangered,4.2861,10.4919
Hobyot,400,Severely endangered,16.6388,53.0612
Inari Saami,400,Severely endangered,68.8446,27.2817
Istriot,400,Severely endangered,45.0541,13.7246
Kalao,400,Definitely endangered,-7.3134,121.0034
Kamaiurá,400,Vulnerable,-12.1655,-53.4292
Kickapoo (Kansas),400,Severely endangered,39.6972,-95.7089
Kickapoo (Oklahoma),400,Severely endangered,35.4245,-97.0713
Kickapoo (Texas),400,Severely endangered,28.6147,-100.4386
Kiowa,400,Severely endangered,35.1016,-98.6197
Koroni,400,Definitely endangered,-2.6412,121.9894
Lamongse,400,Critically endangered,7.3134,93.6968
Ndunda,400,Severely endangered,6.9482,10.9698
Northern Paiute (Nevada),400,Definitely endangered,41.9979,-117.7193
Pupeo,400,Definitely endangered,23.1666,105.1
Rapa,400,Severely endangered,-27.8973,-143.5034
Red Gelao (China),400,Critically endangered,26.2553,105.8571
Sengseng,400,Vulnerable,-6.0681,150.2792
Sirionó,400,Severely endangered,-14.557,-63.7316
Talondo,400,Definitely endangered,-2.3723,119.3774
"Yaminahua (Bolivia, Peru)",400,Severely endangered,-10.7469,-71.7297
Mixtec of Zapotitlán,396,Severely endangered,18.3333,-97.4666
Sanema (Venezuela),393,Vulnerable,4.4669,-64.1931
Ts'ixa,390,Definitely endangered,-18.9894,23.692
Pirahã,389,Vulnerable,-6.9264,-61.1279
Mixtec of San Pedro Tidaá,384,Severely endangered,17.35,-97.3833
Yerong,380,Severely endangered,23.0732,106.0789
A'ingae / Cofan (Colombia),379,Severely endangered,0.4525,-76.9191
Halkomelem,375,Severely endangered,48.7715,-123.6678
Yudja,362,Vulnerable,-10.956,-53.3235
Kisêdjê,351,Vulnerable,-11.5795,-53.031
Auye,350,Vulnerable,-3.5627,135.9915
Awyi,350,Vulnerable,-2.943,140.6359
Bierebo,350,Vulnerable,-16.6539,168.1539
Fayu,350,Vulnerable,-3.1,136.8
Labo,350,Vulnerable,-16.4492,167.4481
Mra,350,Critically endangered,28.3914,93.3837
Myky,350,Vulnerable,-12.5331,-59.5019
